วันที่,รหัสหวย,รางวัลทั้งหมด,4ตัวบน,3ตัวบน,2ตัวล่าง
2026-04-22,MAGNUM_4D,"{'lottoType': 'MAGNUM_4D', 'A1': '9933', 'B1': '3026', 'C1': '2934', 'special': ['5678', '6201', '7289', '0999', '8400', '0911', '6199', '2279', '9088', '8420'], 'consolation': ['3249', '5749', '5088', '9540', '0790', '2149', '3850', '9987', '7261', '8897']}",,,
2026-04-22,LV_R39,"{'lottoType': 'LV_R39', 'mainNumber': '736904', 'B4': '7369', 'B3': '369', 'B2': '69', 'L2': '04', 'T4': '3679', 'T3': '369', 'L3': []}",,,
2026-04-22,LV_R41,"{'lottoType': 'LV_R41', 'mainNumber': '973704', 'B4': '9737', 'B3': '737', 'B2': '37', 'L2': '04', 'T4': '3779', 'T3': '377', 'L3': []}",,,
2026-04-22,LV_R43,"{'lottoType': 'LV_R43', 'mainNumber': '413866', 'B4': '4138', 'B3': '138', 'B2': '38', 'L2': '66', 'T4': '1348', 'T3': '138', 'L3': []}",,,
2026-04-22,LV_R44,"{'lottoType': 'LV_R44', 'mainNumber': '900940', 'B4': '9009', 'B3': '009', 'B2': '09', 'L2': '40', 'T4': '0099', 'T3': '009', 'L3': []}",,,
2026-04-22,LV_R47,"{'lottoType': 'LV_R47', 'mainNumber': '101654', 'B4': '1016', 'B3': '016', 'B2': '16', 'L2': '54', 'T4': '0116', 'T3': '016', 'L3': []}",,,
2026-04-22,LV_R48,"{'lottoType': 'LV_R48', 'mainNumber': '760647', 'B4': '7606', 'B3': '606', 'B2': '06', 'L2': '47', 'T4': '0667', 'T3': '066', 'L3': []}",,,
2026-04-22,LV_R71,"{'lottoType': 'LV_R71', 'mainNumber': '754644', 'B4': '7546', 'B3': '546', 'B2': '46', 'L2': '44', 'T4': '4567', 'T3': '456', 'L3': []}",,,
2026-04-22,LV_R72,"{'lottoType': 'LV_R72', 'mainNumber': '515312', 'B4': '5153', 'B3': '153', 'B2': '53', 'L2': '12', 'T4': '1355', 'T3': '135', 'L3': []}",,,
2026-04-22,LV_R03,"{'lottoType': 'LV_R03', 'mainNumber': '760598', 'B4': '7605', 'B3': '605', 'B2': '05', 'L2': '98', 'T4': '0567', 'T3': '056', 'L3': []}",,,
2026-04-22,LV_R74,"{'lottoType': 'LV_R74', 'mainNumber': '743149', 'B4': '7431', 'B3': '431', 'B2': '31', 'L2': '49', 'T4': '1347', 'T3': '134', 'L3': []}",,,
2026-04-22,LV_R51,"{'lottoType': 'LV_R51', 'mainNumber': '761243', 'B4': '7612', 'B3': '612', 'B2': '12', 'L2': '43', 'T4': '1267', 'T3': '126', 'L3': []}",,,
2026-04-22,LV_R05,"{'lottoType': 'LV_R05', 'mainNumber': '841416', 'B4': '8414', 'B3': '414', 'B2': '14', 'L2': '16', 'T4': '1448', 'T3': '144', 'L3': []}",,,
2026-04-22,LV_R06,"{'lottoType': 'LV_R06', 'mainNumber': '774630', 'B4': '7746', 'B3': '746', 'B2': '46', 'L2': '30', 'T4': '4677', 'T3': '467', 'L3': []}",,,
2026-04-22,LAHD,"{'lottoType': 'LAHD', 'mainNumber': '14476', 'B4': '4476', 'B3': '476', 'B2': '76', 'L3': [], 'L2': '14'}",,,
2026-04-22,MAGNUM,"{'lottoType': 'MAGNUM', 'mainNumber': '9933', 'B4': '9933', 'B3': '933', 'B2': '33', 'L3': [], 'L2': '26'}",,,
2026-04-22,LV_R08,"{'lottoType': 'LV_R08', 'mainNumber': '342251', 'B4': '3422', 'B3': '422', 'B2': '22', 'L2': '51', 'T4': '2234', 'T3': '224', 'L3': []}",,,
2026-04-22,LV_R09,"{'lottoType': 'LV_R09', 'mainNumber': '842845', 'B4': '8428', 'B3': '428', 'B2': '28', 'L2': '45', 'T4': '2488', 'T3': '248', 'L3': []}",,,
2026-04-22,LV_R12,"{'lottoType': 'LV_R12', 'mainNumber': '103519', 'B4': '1035', 'B3': '035', 'B2': '35', 'L2': '19', 'T4': '0135', 'T3': '035', 'L3': []}",,,
2026-04-22,LOEX,"{'lottoType': 'LOEX', 'mainNumber': '66130', 'B4': '6130', 'B3': '130', 'B2': '30', 'L3': [], 'L2': '66'}",,,
2026-04-22,LV_R14,"{'lottoType': 'LV_R14', 'mainNumber': '570557', 'B4': '5705', 'B3': '705', 'B2': '05', 'L2': '57', 'T4': '0557', 'T3': '057', 'L3': []}",,,
2026-04-22,LV_R15,"{'lottoType': 'LV_R15', 'mainNumber': '086993', 'B4': '0869', 'B3': '869', 'B2': '69', 'L2': '93', 'T4': '0689', 'T3': '689', 'L3': []}",,,
2026-04-22,NKY_1,"{'lottoType': 'NKY_1', 'mainNumber': '356', 'B3': '356', 'B2': '56', 'L3': [], 'L2': '39'}",,,
2026-04-22,LV_R16,"{'lottoType': 'LV_R16', 'mainNumber': '096042', 'B4': '0960', 'B3': '960', 'B2': '60', 'L2': '42', 'T4': '0069', 'T3': '069', 'L3': []}",,,
2026-04-22,LV_R17,"{'lottoType': 'LV_R17', 'mainNumber': '053076', 'B4': '0530', 'B3': '530', 'B2': '30', 'L2': '76', 'T4': '0035', 'T3': '035', 'L3': []}",,,
2026-04-22,SZSEVIP_1,"{'lottoType': 'SZSEVIP_1', 'mainNumber': '404', 'B3': '404', 'B2': '04', 'L3': [], 'L2': '50'}",,,
2026-04-22,LV_R19,"{'lottoType': 'LV_R19', 'mainNumber': '566868', 'B4': '5668', 'B3': '668', 'B2': '68', 'L2': '68', 'T4': '5668', 'T3': '668', 'L3': []}",,,
2026-04-22,NKYVIP_1,"{'lottoType': 'NKYVIP_1', 'mainNumber': '159', 'B3': '159', 'B2': '59', 'L3': [], 'L2': '92'}",,,
2026-04-22,SZSE_1,"{'lottoType': 'SZSE_1', 'mainNumber': '615', 'B3': '615', 'B2': '15', 'L3': [], 'L2': '01'}",,,
2026-04-22,LV_R20,"{'lottoType': 'LV_R20', 'mainNumber': '026798', 'B4': '0267', 'B3': '267', 'B2': '67', 'L2': '98', 'T4': '0267', 'T3': '267', 'L3': []}",,,
2026-04-22,LV_R22,"{'lottoType': 'LV_R22', 'mainNumber': '909106', 'B4': '9091', 'B3': '091', 'B2': '91', 'L2': '06', 'T4': '0199', 'T3': '019', 'L3': []}",,,
2026-04-22,HSIVIP_1,"{'lottoType': 'HSIVIP_1', 'mainNumber': '498', 'B3': '498', 'B2': '98', 'L3': [], 'L2': '22'}",,,
2026-04-22,VNHD,"{'lottoType': 'VNHD', 'mainNumber': '344', 'B3': '344', 'B2': '44', 'L3': [], 'L2': '49'}",,,
2026-04-22,LV_R24,"{'lottoType': 'LV_R24', 'mainNumber': '165353', 'B4': '1653', 'B3': '653', 'B2': '53', 'L2': '53', 'T4': '1356', 'T3': '356', 'L3': []}",,,
2026-04-22,DJI,"{'lottoType': 'DJI', 'mainNumber': '003', 'B3': '003', 'B2': '03', 'L3': [], 'L2': '65'}",,,
2026-04-22,LV_R23,"{'lottoType': 'LV_R23', 'mainNumber': '456784', 'B4': '4567', 'B3': '567', 'B2': '67', 'L2': '84', 'T4': '4567', 'T3': '567', 'L3': []}",,,
2026-04-22,HSI_1,"{'lottoType': 'HSI_1', 'mainNumber': '701', 'B3': '701', 'B2': '01', 'L3': [], 'L2': '47'}",,,
2026-04-22,LATV,"{'lottoType': 'LATV', 'mainNumber': '58513', 'B4': '8513', 'B3': '513', 'B2': '13', 'L3': [], 'L2': '58'}",,,
2026-04-22,VNSTR,"{'lottoType': 'VNSTR', 'mainNumber': '283', 'B3': '283', 'B2': '83', 'L3': [], 'L2': '08'}",,,
2026-04-22,VNAS,"{'lottoType': 'VNAS', 'mainNumber': '070', 'B3': '070', 'B2': '70', 'L3': [], 'L2': '49'}",,,
2026-04-22,LV_R27,"{'lottoType': 'LV_R27', 'mainNumber': '196195', 'B4': '1961', 'B3': '961', 'B2': '61', 'L2': '95', 'T4': '1169', 'T3': '169', 'L3': []}",,,
2026-04-22,KTOPVIP,"{'lottoType': 'KTOPVIP', 'mainNumber': '210', 'B3': '210', 'B2': '10', 'L3': [], 'L2': '40'}",,,
2026-04-22,TAIEXCIP,"{'lottoType': 'TAIEXCIP', 'mainNumber': '634', 'B3': '634', 'B2': '34', 'L3': [], 'L2': '11'}",,,
2026-04-22,LV_R30,"{'lottoType': 'LV_R30', 'mainNumber': '786595', 'B4': '7865', 'B3': '865', 'B2': '65', 'L2': '95', 'T4': '5678', 'T3': '568', 'L3': []}",,,
2026-04-22,LV_R31,"{'lottoType': 'LV_R31', 'mainNumber': '469867', 'B4': '4698', 'B3': '698', 'B2': '98', 'L2': '67', 'T4': '4689', 'T3': '689', 'L3': []}",,,
2026-04-22,KTOP30,"{'lottoType': 'KTOP30', 'mainNumber': '402', 'B3': '402', 'B2': '02', 'L3': [], 'L2': '55'}",,,
2026-04-22,SZSEVIP_2,"{'lottoType': 'SZSEVIP_2', 'mainNumber': '992', 'B3': '992', 'B2': '92', 'L3': [], 'L2': '90'}",,,
2026-04-22,TAIEX,"{'lottoType': 'TAIEX', 'mainNumber': '847', 'B3': '847', 'B2': '47', 'L3': [], 'L2': '36'}",,,
2026-04-22,LV_R33,"{'lottoType': 'LV_R33', 'mainNumber': '729739', 'B4': '7297', 'B3': '297', 'B2': '97', 'L2': '39', 'T4': '2779', 'T3': '279', 'L3': []}",,,
2026-04-22,NKY_2,"{'lottoType': 'NKY_2', 'mainNumber': '586', 'B3': '586', 'B2': '86', 'L3': [], 'L2': '69'}",,,
2026-04-22,HSI_2,"{'lottoType': 'HSI_2', 'mainNumber': '324', 'B3': '324', 'B2': '24', 'L3': [], 'L2': '24'}",,,
2026-04-22,VNTV,"{'lottoType': 'VNTV', 'mainNumber': '4908', 'B4': '4908', 'B3': '908', 'B2': '08', 'L3': [], 'L2': '60'}",,,
2026-04-22,LV_R34,"{'lottoType': 'LV_R34', 'mainNumber': '445356', 'B4': '4453', 'B3': '453', 'B2': '53', 'L2': '56', 'T4': '3445', 'T3': '345', 'L3': []}",,,
2026-04-21,LV_R73,"{'lottoType': 'LV_R73', 'mainNumber': '761121', 'B4': '7611', 'B3': '611', 'B2': '11', 'L2': '21', 'T4': '1167', 'T3': '116', 'L3': []}",,,
2026-04-21,LV_R80,"{'lottoType': 'LV_R80', 'mainNumber': '935582', 'B4': '9355', 'B3': '355', 'B2': '55', 'L2': '82', 'T4': '3559', 'T3': '355', 'L3': []}",,,
2026-04-21,LV_R58,"{'lottoType': 'LV_R58', 'mainNumber': '311628', 'B4': '3116', 'B3': '116', 'B2': '16', 'L2': '28', 'T4': '1136', 'T3': '116', 'L3': []}",,,
2026-04-21,LV_R60,"{'lottoType': 'LV_R60', 'mainNumber': '356615', 'B4': '3566', 'B3': '566', 'B2': '66', 'L2': '15', 'T4': '3566', 'T3': '566', 'L3': []}",,,
2026-04-21,LV_R55,"{'lottoType': 'LV_R55', 'mainNumber': '028352', 'B4': '0283', 'B3': '283', 'B2': '83', 'L2': '52', 'T4': '0238', 'T3': '238', 'L3': []}",,,
2026-04-21,LV_R56,"{'lottoType': 'LV_R56', 'mainNumber': '135234', 'B4': '1352', 'B3': '352', 'B2': '52', 'L2': '34', 'T4': '1235', 'T3': '235', 'L3': []}",,,
2026-04-21,LV_R66,"{'lottoType': 'LV_R66', 'mainNumber': '533668', 'B4': '5336', 'B3': '336', 'B2': '36', 'L2': '68', 'T4': '3356', 'T3': '336', 'L3': []}",,,
2026-04-21,VNAS,"{'lottoType': 'VNAS', 'mainNumber': '957', 'B3': '957', 'B2': '57', 'L3': [], 'L2': '18'}",,,
2026-04-21,NKY_1,"{'lottoType': 'NKY_1', 'mainNumber': '610', 'B3': '610', 'B2': '10', 'L3': [], 'L2': '21'}",,,
2026-04-21,LV_R16,"{'lottoType': 'LV_R16', 'mainNumber': '729182', 'B4': '7291', 'B3': '291', 'B2': '91', 'L2': '82', 'T4': '1279', 'T3': '129', 'L3': []}",,,
2026-04-21,BSE,"{'lottoType': 'BSE', 'mainNumber': '333', 'B3': '333', 'B2': '33', 'L3': [], 'L2': '03'}",,,
2026-04-21,LV_R17,"{'lottoType': 'LV_R17', 'mainNumber': '601906', 'B4': '6019', 'B3': '019', 'B2': '19', 'L2': '06', 'T4': '0169', 'T3': '019', 'L3': []}",,,
2026-04-21,SZSEVIP_1,"{'lottoType': 'SZSEVIP_1', 'mainNumber': '658', 'B3': '658', 'B2': '58', 'L3': [], 'L2': '79'}",,,
2026-04-21,VNSPC_2,"{'lottoType': 'VNSPC_2', 'mainNumber': '2860', 'B4': '2860', 'B3': '860', 'B2': '60', 'L3': [], 'L2': '11'}",,,
2026-04-21,LV_R18,"{'lottoType': 'LV_R18', 'mainNumber': '130237', 'B4': '1302', 'B3': '302', 'B2': '02', 'L2': '37', 'T4': '0123', 'T3': '023', 'L3': []}",,,
2026-04-21,LV_R22,"{'lottoType': 'LV_R22', 'mainNumber': '768663', 'B4': '7686', 'B3': '686', 'B2': '86', 'L2': '63', 'T4': '6678', 'T3': '668', 'L3': []}",,,
2026-04-21,LV_R70,"{'lottoType': 'LV_R70', 'mainNumber': '810861', 'B4': '8108', 'B3': '108', 'B2': '08', 'L2': '61', 'T4': '0188', 'T3': '018', 'L3': []}",,,
2026-04-21,LV_R20,"{'lottoType': 'LV_R20', 'mainNumber': '029659', 'B4': '0296', 'B3': '296', 'B2': '96', 'L2': '59', 'T4': '0269', 'T3': '269', 'L3': []}",,,
2026-04-21,LV_R21,"{'lottoType': 'LV_R21', 'mainNumber': '463134', 'B4': '4631', 'B3': '631', 'B2': '31', 'L2': '34', 'T4': '1346', 'T3': '136', 'L3': []}",,,
2026-04-21,HSIVIP_1,"{'lottoType': 'HSIVIP_1', 'mainNumber': '457', 'B3': '457', 'B2': '57', 'L3': [], 'L2': '97'}",,,
2026-04-21,LASTR,"{'lottoType': 'LASTR', 'mainNumber': '09313', 'B4': '9313', 'B3': '313', 'B2': '13', 'L3': [], 'L2': '09'}",,,
2026-04-21,LV_R23,"{'lottoType': 'LV_R23', 'mainNumber': '586741', 'B4': '5867', 'B3': '867', 'B2': '67', 'L2': '41', 'T4': '5678', 'T3': '678', 'L3': []}",,,
2026-04-21,SZSE_1,"{'lottoType': 'SZSE_1', 'mainNumber': '408', 'B3': '408', 'B2': '08', 'L3': [], 'L2': '67'}",,,
2026-04-21,LV_R44,"{'lottoType': 'LV_R44', 'mainNumber': '806238', 'B4': '8062', 'B3': '062', 'B2': '62', 'L2': '38', 'T4': '0268', 'T3': '026', 'L3': []}",,,
2026-04-21,LV_R45,"{'lottoType': 'LV_R45', 'mainNumber': '064253', 'B4': '0642', 'B3': '642', 'B2': '42', 'L2': '53', 'T4': '0246', 'T3': '246', 'L3': []}",,,
2026-04-21,LV_R24,"{'lottoType': 'LV_R24', 'mainNumber': '966839', 'B4': '9668', 'B3': '668', 'B2': '68', 'L2': '39', 'T4': '6689', 'T3': '668', 'L3': []}",,,
2026-04-21,HSI_2,"{'lottoType': 'HSI_2', 'mainNumber': '748', 'B3': '748', 'B2': '48', 'L3': [], 'L2': '41'}",,,
2026-04-21,VNHD,"{'lottoType': 'VNHD', 'mainNumber': '581', 'B3': '581', 'B2': '81', 'L3': [], 'L2': '02'}",,,
2026-04-21,LV_R25,"{'lottoType': 'LV_R25', 'mainNumber': '171217', 'B4': '1712', 'B3': '712', 'B2': '12', 'L2': '17', 'T4': '1127', 'T3': '127', 'L3': []}",,,
2026-04-21,LV_R36,"{'lottoType': 'LV_R36', 'mainNumber': '420596', 'B4': '4205', 'B3': '205', 'B2': '05', 'L2': '96', 'T4': '0245', 'T3': '025', 'L3': []}",,,
2026-04-21,LV_R30,"{'lottoType': 'LV_R30', 'mainNumber': '693846', 'B4': '6938', 'B3': '938', 'B2': '38', 'L2': '46', 'T4': '3689', 'T3': '389', 'L3': []}",,,
2026-04-21,LV_R31,"{'lottoType': 'LV_R31', 'mainNumber': '363447', 'B4': '3634', 'B3': '634', 'B2': '34', 'L2': '47', 'T4': '3346', 'T3': '346', 'L3': []}",,,
2026-04-21,LV_R29,"{'lottoType': 'LV_R29', 'mainNumber': '294433', 'B4': '2944', 'B3': '944', 'B2': '44', 'L2': '33', 'T4': '2449', 'T3': '449', 'L3': []}",,,
2026-04-21,LV_R35,"{'lottoType': 'LV_R35', 'mainNumber': '270117', 'B4': '2701', 'B3': '701', 'B2': '01', 'L2': '17', 'T4': '0127', 'T3': '017', 'L3': []}",,,
2026-04-21,LV_R28,"{'lottoType': 'LV_R28', 'mainNumber': '395068', 'B4': '3950', 'B3': '950', 'B2': '50', 'L2': '68', 'T4': '0359', 'T3': '059', 'L3': []}",,,
2026-04-21,LV_R41,,,,
2026-04-21,HSI_1,"{'lottoType': 'HSI_1', 'mainNumber': '486', 'B3': '486', 'B2': '86', 'L3': [], 'L2': '79'}",,,
2026-04-21,TAIEXCIP,"{'lottoType': 'TAIEXCIP', 'mainNumber': '313', 'B3': '313', 'B2': '13', 'L3': [], 'L2': '21'}",,,
2026-04-21,LV_R49,"{'lottoType': 'LV_R49', 'mainNumber': '907811', 'B4': '9078', 'B3': '078', 'B2': '78', 'L2': '11', 'T4': '0789', 'T3': '078', 'L3': []}",,,
2026-04-21,SET,"{'lottoType': 'SET', 'mainNumber': '550', 'B3': '550', 'B2': '50', 'L3': [], 'L2': '65'}",,,
2026-04-21,LV_R32,"{'lottoType': 'LV_R32', 'mainNumber': '507135', 'B4': '5071', 'B3': '071', 'B2': '71', 'L2': '35', 'T4': '0157', 'T3': '017', 'L3': []}",,,
2026-04-21,LV_R34,"{'lottoType': 'LV_R34', 'mainNumber': '395241', 'B4': '3952', 'B3': '952', 'B2': '52', 'L2': '41', 'T4': '2359', 'T3': '259', 'L3': []}",,,
2026-04-21,LV_R33,"{'lottoType': 'LV_R33', 'mainNumber': '522942', 'B4': '5229', 'B3': '229', 'B2': '29', 'L2': '42', 'T4': '2259', 'T3': '229', 'L3': []}",,,
2026-04-21,LV_R51,"{'lottoType': 'LV_R51', 'mainNumber': '827053', 'B4': '8270', 'B3': '270', 'B2': '70', 'L2': '53', 'T4': '0278', 'T3': '027', 'L3': []}",,,
2026-04-21,KTOP30,"{'lottoType': 'KTOP30', 'mainNumber': '247', 'B3': '247', 'B2': '47', 'L3': [], 'L2': '58'}",,,
2026-04-21,VNSPCb,"{'lottoType': 'VNSPCb', 'mainNumber': '9349', 'B4': '9349', 'B3': '349', 'B2': '49', 'L3': [], 'L2': '74'}",,,
2026-04-21,LV_R38,"{'lottoType': 'LV_R38', 'mainNumber': '390680', 'B4': '3906', 'B3': '906', 'B2': '06', 'L2': '80', 'T4': '0369', 'T3': '069', 'L3': []}",,,
2026-04-21,LAHD,"{'lottoType': 'LAHD', 'mainNumber': '82305', 'B4': '2305', 'B3': '305', 'B2': '05', 'L3': [], 'L2': '82'}",,,
2026-04-21,LV_R40,"{'lottoType': 'LV_R40', 'mainNumber': '783542', 'B4': '7835', 'B3': '835', 'B2': '35', 'L2': '42', 'T4': '3578', 'T3': '358', 'L3': []}",,,
2026-04-21,LATV,"{'lottoType': 'LATV', 'mainNumber': '00779', 'B4': '0779', 'B3': '779', 'B2': '79', 'L3': [], 'L2': '00'}",,,
2026-04-21,TAIEX,"{'lottoType': 'TAIEX', 'mainNumber': '511', 'B3': '511', 'B2': '11', 'L3': [], 'L2': '31'}",,,
2026-04-21,NKYVIP_1,"{'lottoType': 'NKYVIP_1', 'mainNumber': '391', 'B3': '391', 'B2': '91', 'L3': [], 'L2': '29'}",,,
2026-04-21,EGX30,"{'lottoType': 'EGX30', 'mainNumber': '734', 'B3': '734', 'B2': '34', 'L3': [], 'L2': '91'}",,,
2026-04-21,KTOPVIP,"{'lottoType': 'KTOPVIP', 'mainNumber': '336', 'B3': '336', 'B2': '36', 'L3': [], 'L2': '07'}",,,
2026-04-21,NKY_2,"{'lottoType': 'NKY_2', 'mainNumber': '917', 'B3': '917', 'B2': '17', 'L3': [], 'L2': '28'}",,,
2026-04-21,NKYVIP_2,"{'lottoType': 'NKYVIP_2', 'mainNumber': '395', 'B3': '395', 'B2': '95', 'L3': [], 'L2': '94'}",,,
2026-04-21,SZSE_2,"{'lottoType': 'SZSE_2', 'mainNumber': '214', 'B3': '214', 'B2': '14', 'L3': [], 'L2': '39'}",,,
2026-04-21,SZSEVIP_2,"{'lottoType': 'SZSEVIP_2', 'mainNumber': '054', 'B3': '054', 'B2': '54', 'L3': [], 'L2': '35'}",,,
2026-04-21,STI,"{'lottoType': 'STI', 'mainNumber': '496', 'B3': '496', 'B2': '96', 'L3': [], 'L2': '89'}",,,
2026-04-21,LV_R01,,,,
2026-04-21,LV_R02,,,,
2026-04-21,LV_R07,"{'lottoType': 'LV_R07', 'mainNumber': '423581', 'B4': '4235', 'B3': '235', 'B2': '35', 'L2': '81', 'T4': '2345', 'T3': '235', 'L3': []}",,,
2026-04-21,LV_R14,"{'lottoType': 'LV_R14', 'mainNumber': '862100', 'B4': '8621', 'B3': '621', 'B2': '21', 'L2': '00', 'T4': '1268', 'T3': '126', 'L3': []}",,,
2026-04-21,LV_R15,"{'lottoType': 'LV_R15', 'mainNumber': '337058', 'B4': '3370', 'B3': '370', 'B2': '70', 'L2': '58', 'T4': '0337', 'T3': '037', 'L3': []}",,,
2026-04-21,LV_R19,"{'lottoType': 'LV_R19', 'mainNumber': '621299', 'B4': '6212', 'B3': '212', 'B2': '12', 'L2': '99', 'T4': '1226', 'T3': '122', 'L3': []}",,,
2026-04-21,LV_R26,"{'lottoType': 'LV_R26', 'mainNumber': '894330', 'B4': '8943', 'B3': '943', 'B2': '43', 'L2': '30', 'T4': '3489', 'T3': '349', 'L3': []}",,,
2026-04-21,LV_R27,"{'lottoType': 'LV_R27', 'mainNumber': '817743', 'B4': '8177', 'B3': '177', 'B2': '77', 'L2': '43', 'T4': '1778', 'T3': '177', 'L3': []}",,,
2026-04-21,LV_R37,"{'lottoType': 'LV_R37', 'mainNumber': '771245', 'B4': '7712', 'B3': '712', 'B2': '12', 'L2': '45', 'T4': '1277', 'T3': '127', 'L3': []}",,,
2026-04-21,LV_R39,"{'lottoType': 'LV_R39', 'mainNumber': '163317', 'B4': '1633', 'B3': '633', 'B2': '33', 'L2': '17', 'T4': '1336', 'T3': '336', 'L3': []}",,,
2026-04-21,LV_R43,"{'lottoType': 'LV_R43', 'mainNumber': '286918', 'B4': '2869', 'B3': '869', 'B2': '69', 'L2': '18', 'T4': '2689', 'T3': '689', 'L3': []}",,,
2026-04-21,LV_R47,"{'lottoType': 'LV_R47', 'mainNumber': '423078', 'B4': '4230', 'B3': '230', 'B2': '30', 'L2': '78', 'T4': '0234', 'T3': '023', 'L3': []}",,,
2026-04-21,LV_R46,"{'lottoType': 'LV_R46', 'mainNumber': '259204', 'B4': '2592', 'B3': '592', 'B2': '92', 'L2': '04', 'T4': '2259', 'T3': '259', 'L3': []}",,,
2026-04-21,LV_R48,"{'lottoType': 'LV_R48', 'mainNumber': '922693', 'B4': '9226', 'B3': '226', 'B2': '26', 'L2': '93', 'T4': '2269', 'T3': '226', 'L3': []}",,,
2026-04-21,LV_R50,"{'lottoType': 'LV_R50', 'mainNumber': '046406', 'B4': '0464', 'B3': '464', 'B2': '64', 'L2': '06', 'T4': '0446', 'T3': '446', 'L3': []}",,,
2026-04-21,LV_R03,"{'lottoType': 'LV_R03', 'mainNumber': '960894', 'B4': '9608', 'B3': '608', 'B2': '08', 'L2': '94', 'T4': '0689', 'T3': '068', 'L3': []}",,,
2026-04-21,LV_R52,"{'lottoType': 'LV_R52', 'mainNumber': '402014', 'B4': '4020', 'B3': '020', 'B2': '20', 'L2': '14', 'T4': '0024', 'T3': '002', 'L3': []}",,,
2026-04-21,LV_R54,"{'lottoType': 'LV_R54', 'mainNumber': '117605', 'B4': '1176', 'B3': '176', 'B2': '76', 'L2': '05', 'T4': '1167', 'T3': '167', 'L3': []}",,,
2026-04-21,LV_R57,"{'lottoType': 'LV_R57', 'mainNumber': '641315', 'B4': '6413', 'B3': '413', 'B2': '13', 'L2': '15', 'T4': '1346', 'T3': '134', 'L3': []}",,,
2026-04-21,LV_R61,"{'lottoType': 'LV_R61', 'mainNumber': '210079', 'B4': '2100', 'B3': '100', 'B2': '00', 'L2': '79', 'T4': '0012', 'T3': '001', 'L3': []}",,,
2026-04-21,LV_R62,"{'lottoType': 'LV_R62', 'mainNumber': '456553', 'B4': '4565', 'B3': '565', 'B2': '65', 'L2': '53', 'T4': '4556', 'T3': '556', 'L3': []}",,,
2026-04-21,LV_R63,"{'lottoType': 'LV_R63', 'mainNumber': '563756', 'B4': '5637', 'B3': '637', 'B2': '37', 'L2': '56', 'T4': '3567', 'T3': '367', 'L3': []}",,,
2026-04-21,LV_R64,"{'lottoType': 'LV_R64', 'mainNumber': '734419', 'B4': '7344', 'B3': '344', 'B2': '44', 'L2': '19', 'T4': '3447', 'T3': '344', 'L3': []}",,,
2026-04-21,LV_R65,"{'lottoType': 'LV_R65', 'mainNumber': '778426', 'B4': '7784', 'B3': '784', 'B2': '84', 'L2': '26', 'T4': '4778', 'T3': '478', 'L3': []}",,,
2026-04-21,LV_R67,"{'lottoType': 'LV_R67', 'mainNumber': '513902', 'B4': '5139', 'B3': '139', 'B2': '39', 'L2': '02', 'T4': '1359', 'T3': '139', 'L3': []}",,,
2026-04-21,LV_R75,"{'lottoType': 'LV_R75', 'mainNumber': '608110', 'B4': '6081', 'B3': '081', 'B2': '81', 'L2': '10', 'T4': '0168', 'T3': '018', 'L3': []}",,,
2026-04-21,LV_R78,"{'lottoType': 'LV_R78', 'mainNumber': '034205', 'B4': '0342', 'B3': '342', 'B2': '42', 'L2': '05', 'T4': '0234', 'T3': '234', 'L3': []}",,,
2026-04-21,LV_R86,"{'lottoType': 'LV_R86', 'mainNumber': '332216', 'B4': '3322', 'B3': '322', 'B2': '22', 'L2': '16', 'T4': '2233', 'T3': '223', 'L3': []}",,,
2026-04-21,LV_R81,"{'lottoType': 'LV_R81', 'mainNumber': '418212', 'B4': '4182', 'B3': '182', 'B2': '82', 'L2': '12', 'T4': '1248', 'T3': '128', 'L3': []}",,,
2026-04-21,LV_R82,"{'lottoType': 'LV_R82', 'mainNumber': '089719', 'B4': '0897', 'B3': '897', 'B2': '97', 'L2': '19', 'T4': '0789', 'T3': '789', 'L3': []}",,,
2026-04-21,LV_R83,"{'lottoType': 'LV_R83', 'mainNumber': '125463', 'B4': '1254', 'B3': '254', 'B2': '54', 'L2': '63', 'T4': '1245', 'T3': '245', 'L3': []}",,,
2026-04-21,LV_R84,"{'lottoType': 'LV_R84', 'mainNumber': '429213', 'B4': '4292', 'B3': '292', 'B2': '92', 'L2': '13', 'T4': '2249', 'T3': '229', 'L3': []}",,,
2026-04-21,LV_R87,"{'lottoType': 'LV_R87', 'mainNumber': '267303', 'B4': '2673', 'B3': '673', 'B2': '73', 'L2': '03', 'T4': '2367', 'T3': '367', 'L3': []}",,,
2026-04-21,LV_R88,"{'lottoType': 'LV_R88', 'mainNumber': '231503', 'B4': '2315', 'B3': '315', 'B2': '15', 'L2': '03', 'T4': '1235', 'T3': '135', 'L3': []}",,,
2026-04-21,LV_R89,"{'lottoType': 'LV_R89', 'mainNumber': '976710', 'B4': '9767', 'B3': '767', 'B2': '67', 'L2': '10', 'T4': '6779', 'T3': '677', 'L3': []}",,,
2026-04-21,LV_R90,"{'lottoType': 'LV_R90', 'mainNumber': '269016', 'B4': '2690', 'B3': '690', 'B2': '90', 'L2': '16', 'T4': '0269', 'T3': '069', 'L3': []}",,,
2026-04-21,LV_R04,"{'lottoType': 'LV_R04', 'mainNumber': '217528', 'B4': '2175', 'B3': '175', 'B2': '75', 'L2': '28', 'T4': '1257', 'T3': '157', 'L3': []}",,,
