วันที่,รหัสหวย,รางวัลทั้งหมด,4ตัวบน,3ตัวบน,2ตัวล่าง
2026-05-03,LV_R62,"{'lottoType': 'LV_R62', 'mainNumber': '485981', 'B4': '4859', 'B3': '859', 'B2': '59', 'L2': '81', 'T4': '4589', 'T3': '589', 'L3': []}",,,
2026-05-03,VNPTN,"{'lottoType': 'VNPTN', 'mainNumber': '1464', 'B4': '1464', 'B3': '464', 'B2': '64', 'L3': [], 'L2': '24'}",,,
2026-05-03,LASMK,"{'lottoType': 'LASMK', 'mainNumber': '14670', 'B4': '4670', 'B3': '670', 'B2': '70', 'L3': [], 'L2': '46'}",,,
2026-05-03,LV_R65,"{'lottoType': 'LV_R65', 'mainNumber': '499905', 'B4': '4999', 'B3': '999', 'B2': '99', 'L2': '05', 'T4': '4999', 'T3': '999', 'L3': []}",,,
2026-05-03,EGX30,"{'lottoType': 'EGX30', 'mainNumber': '270', 'B3': '270', 'B2': '70', 'L3': [], 'L2': '73'}",,,
2026-05-03,LV_R66,"{'lottoType': 'LV_R66', 'mainNumber': '509100', 'B4': '5091', 'B3': '091', 'B2': '91', 'L2': '00', 'T4': '0159', 'T3': '019', 'L3': []}",,,
2026-05-03,LV_R67,"{'lottoType': 'LV_R67', 'mainNumber': '859428', 'B4': '8594', 'B3': '594', 'B2': '94', 'L2': '28', 'T4': '4589', 'T3': '459', 'L3': []}",,,
2026-05-03,UKXVIP,"{'lottoType': 'UKXVIP', 'mainNumber': '810', 'B3': '810', 'B2': '10', 'L3': [], 'L2': '36'}",,,
2026-05-03,LV_R68,"{'lottoType': 'LV_R68', 'mainNumber': '005692', 'B4': '0056', 'B3': '056', 'B2': '56', 'L2': '92', 'T4': '0056', 'T3': '056', 'L3': []}",,,
2026-05-03,LATK5D,"{'lottoType': 'LATK5D', 'mainNumber': '46036', 'B3': '036', 'B2': '36', 'L3': [], 'L2': '60'}",,,
2026-05-03,LV_R69,"{'lottoType': 'LV_R69', 'mainNumber': '750715', 'B4': '7507', 'B3': '507', 'B2': '07', 'L2': '15', 'T4': '0577', 'T3': '057', 'L3': []}",,,
2026-05-03,LV_R72,"{'lottoType': 'LV_R72', 'mainNumber': '031039', 'B4': '0310', 'B3': '310', 'B2': '10', 'L2': '39', 'T4': '0013', 'T3': '013', 'L3': []}",,,
2026-05-03,LV_R73,"{'lottoType': 'LV_R73', 'mainNumber': '124199', 'B4': '1241', 'B3': '241', 'B2': '41', 'L2': '99', 'T4': '1124', 'T3': '124', 'L3': []}",,,
2026-05-03,LV_R75,"{'lottoType': 'LV_R75', 'mainNumber': '943640', 'B4': '9436', 'B3': '436', 'B2': '36', 'L2': '40', 'T4': '3469', 'T3': '346', 'L3': []}",,,
2026-05-03,LV_R76,"{'lottoType': 'LV_R76', 'mainNumber': '956068', 'B4': '9560', 'B3': '560', 'B2': '60', 'L2': '68', 'T4': '0569', 'T3': '056', 'L3': []}",,,
2026-05-03,LV_R77,"{'lottoType': 'LV_R77', 'mainNumber': '602348', 'B4': '6023', 'B3': '023', 'B2': '23', 'L2': '48', 'T4': '0236', 'T3': '023', 'L3': []}",,,
2026-05-03,LV_R78,"{'lottoType': 'LV_R78', 'mainNumber': '320998', 'B4': '3209', 'B3': '209', 'B2': '09', 'L2': '98', 'T4': '0239', 'T3': '029', 'L3': []}",,,
2026-05-03,LV_R74,"{'lottoType': 'LV_R74', 'mainNumber': '044767', 'B4': '0447', 'B3': '447', 'B2': '47', 'L2': '67', 'T4': '0447', 'T3': '447', 'L3': []}",,,
2026-05-03,LV_R70,"{'lottoType': 'LV_R70', 'mainNumber': '355589', 'B4': '3555', 'B3': '555', 'B2': '55', 'L2': '89', 'T4': '3555', 'T3': '555', 'L3': []}",,,
2026-05-03,LV_R71,"{'lottoType': 'LV_R71', 'mainNumber': '339100', 'B4': '3391', 'B3': '391', 'B2': '91', 'L2': '00', 'T4': '1339', 'T3': '139', 'L3': []}",,,
2026-05-03,VNEXT,"{'lottoType': 'VNEXT', 'mainNumber': '1938', 'B4': '1938', 'B3': '938', 'B2': '38', 'L3': [], 'L2': '06'}",,,
2026-05-03,DJIVIP,"{'lottoType': 'DJIVIP', 'mainNumber': '7020', 'B4': '7020', 'B3': '020', 'B2': '20', 'L3': [], 'L2': '13'}",,,
2026-05-03,Laaoo,"{'lottoType': 'Laaoo', 'mainNumber': '62898', 'B4': '2898', 'B3': '898', 'B2': '98', 'L3': [], 'L2': '62'}",,,
2026-05-03,LV_R79,"{'lottoType': 'LV_R79', 'mainNumber': '165276', 'B4': '1652', 'B3': '652', 'B2': '52', 'L2': '76', 'T4': '1256', 'T3': '256', 'L3': []}",,,
2026-05-03,LV_R90,"{'lottoType': 'LV_R90', 'mainNumber': '153546', 'B4': '1535', 'B3': '535', 'B2': '35', 'L2': '46', 'T4': '1355', 'T3': '355', 'L3': []}",,,
2026-05-03,LV_R80,"{'lottoType': 'LV_R80', 'mainNumber': '701873', 'B4': '7018', 'B3': '018', 'B2': '18', 'L2': '73', 'T4': '0178', 'T3': '018', 'L3': []}",,,
2026-05-03,LV_R88,"{'lottoType': 'LV_R88', 'mainNumber': '422145', 'B4': '4221', 'B3': '221', 'B2': '21', 'L2': '45', 'T4': '1224', 'T3': '122', 'L3': []}",,,
2026-05-03,LV_R81,"{'lottoType': 'LV_R81', 'mainNumber': '595484', 'B4': '5954', 'B3': '954', 'B2': '54', 'L2': '84', 'T4': '4559', 'T3': '459', 'L3': []}",,,
2026-05-03,LV_R82,"{'lottoType': 'LV_R82', 'mainNumber': '409393', 'B4': '4093', 'B3': '093', 'B2': '93', 'L2': '93', 'T4': '0349', 'T3': '039', 'L3': []}",,,
2026-05-03,LV_R83,"{'lottoType': 'LV_R83', 'mainNumber': '083281', 'B4': '0832', 'B3': '832', 'B2': '32', 'L2': '81', 'T4': '0238', 'T3': '238', 'L3': []}",,,
2026-05-03,LV_R84,"{'lottoType': 'LV_R84', 'mainNumber': '162316', 'B4': '1623', 'B3': '623', 'B2': '23', 'L2': '16', 'T4': '1236', 'T3': '236', 'L3': []}",,,
2026-05-03,LV_R85,"{'lottoType': 'LV_R85', 'mainNumber': '631568', 'B4': '6315', 'B3': '315', 'B2': '15', 'L2': '68', 'T4': '1356', 'T3': '135', 'L3': []}",,,
2026-05-03,LV_R86,"{'lottoType': 'LV_R86', 'mainNumber': '644017', 'B4': '6440', 'B3': '440', 'B2': '40', 'L2': '17', 'T4': '0446', 'T3': '044', 'L3': []}",,,
2026-05-03,LV_R87,"{'lottoType': 'LV_R87', 'mainNumber': '728015', 'B4': '7280', 'B3': '280', 'B2': '80', 'L2': '15', 'T4': '0278', 'T3': '028', 'L3': []}",,,
2026-05-03,LV_R89,"{'lottoType': 'LV_R89', 'mainNumber': '501666', 'B4': '5016', 'B3': '016', 'B2': '16', 'L2': '66', 'T4': '0156', 'T3': '016', 'L3': []}",,,
2026-05-02,LV_R76,"{'lottoType': 'LV_R76', 'mainNumber': '442059', 'B4': '4420', 'B3': '420', 'B2': '20', 'L2': '59', 'T4': '0244', 'T3': '024', 'L3': []}",,,
2026-05-02,LV_R77,"{'lottoType': 'LV_R77', 'mainNumber': '738454', 'B4': '7384', 'B3': '384', 'B2': '84', 'L2': '54', 'T4': '3478', 'T3': '348', 'L3': []}",,,
2026-05-02,Laaoo,"{'lottoType': 'Laaoo', 'mainNumber': '50427', 'B4': '0427', 'B3': '427', 'B2': '27', 'L3': [], 'L2': '50'}",,,
2026-05-02,LV_R78,"{'lottoType': 'LV_R78', 'mainNumber': '002179', 'B4': '0021', 'B3': '021', 'B2': '21', 'L2': '79', 'T4': '0012', 'T3': '012', 'L3': []}",,,
2026-05-02,LV_R80,"{'lottoType': 'LV_R80', 'mainNumber': '593423', 'B4': '5934', 'B3': '934', 'B2': '34', 'L2': '23', 'T4': '3459', 'T3': '349', 'L3': []}",,,
2026-05-02,DJIVIP,"{'lottoType': 'DJIVIP', 'mainNumber': '1832', 'B4': '1832', 'B3': '832', 'B2': '32', 'L3': [], 'L2': '55'}",,,
2026-05-02,LV_R79,"{'lottoType': 'LV_R79', 'mainNumber': '137556', 'B4': '1375', 'B3': '375', 'B2': '75', 'L2': '56', 'T4': '1357', 'T3': '357', 'L3': []}",,,
2026-05-02,LV_R81,"{'lottoType': 'LV_R81', 'mainNumber': '279470', 'B4': '2794', 'B3': '794', 'B2': '94', 'L2': '70', 'T4': '2479', 'T3': '479', 'L3': []}",,,
2026-05-02,LV_R82,"{'lottoType': 'LV_R82', 'mainNumber': '669082', 'B4': '6690', 'B3': '690', 'B2': '90', 'L2': '82', 'T4': '0669', 'T3': '069', 'L3': []}",,,
2026-05-02,LV_R83,"{'lottoType': 'LV_R83', 'mainNumber': '837768', 'B4': '8377', 'B3': '377', 'B2': '77', 'L2': '68', 'T4': '3778', 'T3': '377', 'L3': []}",,,
2026-05-02,LV_R84,"{'lottoType': 'LV_R84', 'mainNumber': '810971', 'B4': '8109', 'B3': '109', 'B2': '09', 'L2': '71', 'T4': '0189', 'T3': '019', 'L3': []}",,,
2026-05-02,LV_R85,"{'lottoType': 'LV_R85', 'mainNumber': '605163', 'B4': '6051', 'B3': '051', 'B2': '51', 'L2': '63', 'T4': '0156', 'T3': '015', 'L3': []}",,,
2026-05-02,LV_R86,"{'lottoType': 'LV_R86', 'mainNumber': '417396', 'B4': '4173', 'B3': '173', 'B2': '73', 'L2': '96', 'T4': '1347', 'T3': '137', 'L3': []}",,,
2026-05-02,LV_R87,"{'lottoType': 'LV_R87', 'mainNumber': '263557', 'B4': '2635', 'B3': '635', 'B2': '35', 'L2': '57', 'T4': '2356', 'T3': '356', 'L3': []}",,,
2026-05-02,LV_R88,"{'lottoType': 'LV_R88', 'mainNumber': '407760', 'B4': '4077', 'B3': '077', 'B2': '77', 'L2': '60', 'T4': '0477', 'T3': '077', 'L3': []}",,,
2026-05-02,LV_R89,"{'lottoType': 'LV_R89', 'mainNumber': '920542', 'B4': '9205', 'B3': '205', 'B2': '05', 'L2': '42', 'T4': '0259', 'T3': '025', 'L3': []}",,,
2026-05-02,LV_R90,"{'lottoType': 'LV_R90', 'mainNumber': '553549', 'B4': '5535', 'B3': '535', 'B2': '35', 'L2': '49', 'T4': '3555', 'T3': '355', 'L3': []}",,,
2026-05-02,LV_R74,"{'lottoType': 'LV_R74', 'mainNumber': '059994', 'B4': '0599', 'B3': '599', 'B2': '99', 'L2': '94', 'T4': '0599', 'T3': '599', 'L3': []}",,,
2026-05-02,LV_R07,"{'lottoType': 'LV_R07', 'mainNumber': '401967', 'B4': '4019', 'B3': '019', 'B2': '19', 'L2': '67', 'T4': '0149', 'T3': '019', 'L3': []}",,,
2026-05-02,LV_R08,"{'lottoType': 'LV_R08', 'mainNumber': '717339', 'B4': '7173', 'B3': '173', 'B2': '73', 'L2': '39', 'T4': '1377', 'T3': '137', 'L3': []}",,,
2026-05-02,LOEX,"{'lottoType': 'LOEX', 'mainNumber': '58164', 'B4': '8164', 'B3': '164', 'B2': '64', 'L3': [], 'L2': '58'}",,,
2026-05-02,LV_R36,"{'lottoType': 'LV_R36', 'mainNumber': '683181', 'B4': '6831', 'B3': '831', 'B2': '31', 'L2': '81', 'T4': '1368', 'T3': '138', 'L3': []}",,,
2026-05-02,VNAS,"{'lottoType': 'VNAS', 'mainNumber': '316', 'B3': '316', 'B2': '16', 'L3': [], 'L2': '17'}",,,
2026-05-02,LV_R17,"{'lottoType': 'LV_R17', 'mainNumber': '351369', 'B4': '3513', 'B3': '513', 'B2': '13', 'L2': '69', 'T4': '1335', 'T3': '135', 'L3': []}",,,
2026-05-02,NKYVIP_1,"{'lottoType': 'NKYVIP_1', 'mainNumber': '757', 'B3': '757', 'B2': '57', 'L3': [], 'L2': '60'}",,,
2026-05-02,LV_R18,"{'lottoType': 'LV_R18', 'mainNumber': '591603', 'B4': '5916', 'B3': '916', 'B2': '16', 'L2': '03', 'T4': '1569', 'T3': '169', 'L3': []}",,,
2026-05-02,LATV,"{'lottoType': 'LATV', 'mainNumber': '60935', 'B4': '0935', 'B3': '935', 'B2': '35', 'L3': [], 'L2': '60'}",,,
2026-05-02,VNSTR,"{'lottoType': 'VNSTR', 'mainNumber': '358', 'B3': '358', 'B2': '58', 'L3': [], 'L2': '91'}",,,
2026-05-02,SZSEVIP_1,"{'lottoType': 'SZSEVIP_1', 'mainNumber': '089', 'B3': '089', 'B2': '89', 'L3': [], 'L2': '80'}",,,
2026-05-02,LV_R21,"{'lottoType': 'LV_R21', 'mainNumber': '802536', 'B4': '8025', 'B3': '025', 'B2': '25', 'L2': '36', 'T4': '0258', 'T3': '025', 'L3': []}",,,
2026-05-02,HSIVIP_1,"{'lottoType': 'HSIVIP_1', 'mainNumber': '210', 'B3': '210', 'B2': '10', 'L3': [], 'L2': '09'}",,,
2026-05-02,LV_R22,"{'lottoType': 'LV_R22', 'mainNumber': '713740', 'B4': '7137', 'B3': '137', 'B2': '37', 'L2': '40', 'T4': '1377', 'T3': '137', 'L3': []}",,,
2026-05-02,LV_R23,"{'lottoType': 'LV_R23', 'mainNumber': '187289', 'B4': '1872', 'B3': '872', 'B2': '72', 'L2': '89', 'T4': '1278', 'T3': '278', 'L3': []}",,,
2026-05-02,LV_R24,"{'lottoType': 'LV_R24', 'mainNumber': '902187', 'B4': '9021', 'B3': '021', 'B2': '21', 'L2': '87', 'T4': '0129', 'T3': '012', 'L3': []}",,,
2026-05-02,GSB,"{'lottoType': 'GSB', 'mainNumber': '0959', 'B4': '0959', 'B3': '959', 'B2': '59', 'L3': [], 'L2': '81'}",,,
2026-05-02,LV_R25,"{'lottoType': 'LV_R25', 'mainNumber': '848320', 'B4': '8483', 'B3': '483', 'B2': '83', 'L2': '20', 'T4': '3488', 'T3': '348', 'L3': []}",,,
2026-05-02,LV_R01,,,,
2026-05-02,LV_R02,"{'lottoType': 'LV_R02', 'mainNumber': '734854', 'B4': '7348', 'B3': '348', 'B2': '48', 'L2': '54', 'T4': '3478', 'T3': '348', 'L3': []}",,,
2026-05-02,LV_R09,"{'lottoType': 'LV_R09', 'mainNumber': '409320', 'B4': '4093', 'B3': '093', 'B2': '93', 'L2': '20', 'T4': '0349', 'T3': '039', 'L3': []}",,,
2026-05-02,LV_R14,"{'lottoType': 'LV_R14', 'mainNumber': '019266', 'B4': '0192', 'B3': '192', 'B2': '92', 'L2': '66', 'T4': '0129', 'T3': '129', 'L3': []}",,,
2026-05-02,LV_R15,"{'lottoType': 'LV_R15', 'mainNumber': '323555', 'B4': '3235', 'B3': '235', 'B2': '35', 'L2': '55', 'T4': '2335', 'T3': '235', 'L3': []}",,,
2026-05-02,LV_R20,"{'lottoType': 'LV_R20', 'mainNumber': '188354', 'B4': '1883', 'B3': '883', 'B2': '83', 'L2': '54', 'T4': '1388', 'T3': '388', 'L3': []}",,,
2026-05-02,LV_R26,"{'lottoType': 'LV_R26', 'mainNumber': '845952', 'B4': '8459', 'B3': '459', 'B2': '59', 'L2': '52', 'T4': '4589', 'T3': '459', 'L3': []}",,,
2026-05-02,NKYVIP_2,"{'lottoType': 'NKYVIP_2', 'mainNumber': '164', 'B3': '164', 'B2': '64', 'L3': [], 'L2': '31'}",,,
2026-05-02,LV_R03,"{'lottoType': 'LV_R03', 'mainNumber': '781709', 'B4': '7817', 'B3': '817', 'B2': '17', 'L2': '09', 'T4': '1778', 'T3': '178', 'L3': []}",,,
2026-05-02,LV_R04,"{'lottoType': 'LV_R04', 'mainNumber': '775854', 'B4': '7758', 'B3': '758', 'B2': '58', 'L2': '54', 'T4': '5778', 'T3': '578', 'L3': []}",,,
2026-05-02,LV_R05,"{'lottoType': 'LV_R05', 'mainNumber': '557076', 'B4': '5570', 'B3': '570', 'B2': '70', 'L2': '76', 'T4': '0557', 'T3': '057', 'L3': []}",,,
2026-05-02,LV_R06,"{'lottoType': 'LV_R06', 'mainNumber': '877028', 'B4': '8770', 'B3': '770', 'B2': '70', 'L2': '28', 'T4': '0778', 'T3': '077', 'L3': []}",,,
2026-05-02,LV_R11,"{'lottoType': 'LV_R11', 'mainNumber': '373520', 'B4': '3735', 'B3': '735', 'B2': '35', 'L2': '20', 'T4': '3357', 'T3': '357', 'L3': []}",,,
2026-05-02,LV_R12,"{'lottoType': 'LV_R12', 'mainNumber': '966057', 'B4': '9660', 'B3': '660', 'B2': '60', 'L2': '57', 'T4': '0669', 'T3': '066', 'L3': []}",,,
2026-05-02,LV_R13,"{'lottoType': 'LV_R13', 'mainNumber': '512362', 'B4': '5123', 'B3': '123', 'B2': '23', 'L2': '62', 'T4': '1235', 'T3': '123', 'L3': []}",,,
2026-05-02,LV_R16,"{'lottoType': 'LV_R16', 'mainNumber': '240165', 'B4': '2401', 'B3': '401', 'B2': '01', 'L2': '65', 'T4': '0124', 'T3': '014', 'L3': []}",,,
2026-05-02,VNHD,"{'lottoType': 'VNHD', 'mainNumber': '103', 'B3': '103', 'B2': '03', 'L3': [], 'L2': '86'}",,,
2026-05-02,LV_R19,"{'lottoType': 'LV_R19', 'mainNumber': '322909', 'B4': '3229', 'B3': '229', 'B2': '29', 'L2': '09', 'T4': '2239', 'T3': '229', 'L3': []}",,,
2026-05-02,KTOPVIP,"{'lottoType': 'KTOPVIP', 'mainNumber': '695', 'B3': '695', 'B2': '95', 'L3': [], 'L2': '72'}",,,
2026-05-02,SZSEVIP_2,"{'lottoType': 'SZSEVIP_2', 'mainNumber': '944', 'B3': '944', 'B2': '44', 'L3': [], 'L2': '36'}",,,
2026-05-02,LV_R10,"{'lottoType': 'LV_R10', 'mainNumber': '730125', 'B4': '7301', 'B3': '301', 'B2': '01', 'L2': '25', 'T4': '0137', 'T3': '013', 'L3': []}",,,
2026-05-02,TAIEXCIP,"{'lottoType': 'TAIEXCIP', 'mainNumber': '531', 'B3': '531', 'B2': '31', 'L3': [], 'L2': '45'}",,,
2026-05-02,LV_R27,"{'lottoType': 'LV_R27', 'mainNumber': '583761', 'B4': '5837', 'B3': '837', 'B2': '37', 'L2': '61', 'T4': '3578', 'T3': '378', 'L3': []}",,,
2026-05-02,LV_R28,"{'lottoType': 'LV_R28', 'mainNumber': '439835', 'B4': '4398', 'B3': '398', 'B2': '98', 'L2': '35', 'T4': '3489', 'T3': '389', 'L3': []}",,,
2026-05-02,LV_R29,"{'lottoType': 'LV_R29', 'mainNumber': '886445', 'B4': '8864', 'B3': '864', 'B2': '64', 'L2': '45', 'T4': '4688', 'T3': '468', 'L3': []}",,,
2026-05-02,LV_R30,"{'lottoType': 'LV_R30', 'mainNumber': '011935', 'B4': '0119', 'B3': '119', 'B2': '19', 'L2': '35', 'T4': '0119', 'T3': '119', 'L3': []}",,,
2026-05-02,LV_R31,"{'lottoType': 'LV_R31', 'mainNumber': '529253', 'B4': '5292', 'B3': '292', 'B2': '92', 'L2': '53', 'T4': '2259', 'T3': '229', 'L3': []}",,,
2026-05-02,LV_R34,"{'lottoType': 'LV_R34', 'mainNumber': '553042', 'B4': '5530', 'B3': '530', 'B2': '30', 'L2': '42', 'T4': '0355', 'T3': '035', 'L3': []}",,,
2026-05-02,LV_R35,"{'lottoType': 'LV_R35', 'mainNumber': '310344', 'B4': '3103', 'B3': '103', 'B2': '03', 'L2': '44', 'T4': '0133', 'T3': '013', 'L3': []}",,,
2026-05-02,LV_R32,"{'lottoType': 'LV_R32', 'mainNumber': '276366', 'B4': '2763', 'B3': '763', 'B2': '63', 'L2': '66', 'T4': '2367', 'T3': '367', 'L3': []}",,,
2026-05-02,LV_R33,"{'lottoType': 'LV_R33', 'mainNumber': '048135', 'B4': '0481', 'B3': '481', 'B2': '81', 'L2': '35', 'T4': '0148', 'T3': '148', 'L3': []}",,,
2026-05-02,VNKCH,"{'lottoType': 'VNKCH', 'mainNumber': '6327', 'B4': '6327', 'B3': '327', 'B2': '27', 'L3': [], 'L2': '89'}",,,
2026-05-02,LASTR,"{'lottoType': 'LASTR', 'mainNumber': '11307', 'B4': '1307', 'B3': '307', 'B2': '07', 'L3': [], 'L2': '11'}",,,
2026-05-02,LV_R37,"{'lottoType': 'LV_R37', 'mainNumber': '439704', 'B4': '4397', 'B3': '397', 'B2': '97', 'L2': '04', 'T4': '3479', 'T3': '379', 'L3': []}",,,
2026-05-02,VNTV,"{'lottoType': 'VNTV', 'mainNumber': '0756', 'B4': '0756', 'B3': '756', 'B2': '56', 'L3': [], 'L2': '42'}",,,
2026-05-02,UKXVIP,"{'lottoType': 'UKXVIP', 'mainNumber': '605', 'B3': '605', 'B2': '05', 'L3': [], 'L2': '48'}",,,
2026-05-02,VNSPC_2,"{'lottoType': 'VNSPC_2', 'mainNumber': '6595', 'B4': '6595', 'B3': '595', 'B2': '95', 'L3': [], 'L2': '24'}",,,
2026-05-02,LV_R38,"{'lottoType': 'LV_R38', 'mainNumber': '963674', 'B4': '9636', 'B3': '636', 'B2': '36', 'L2': '74', 'T4': '3669', 'T3': '366', 'L3': []}",,,
2026-05-02,SINGAPORE_4D,"{'lottoType': 'SINGAPORE_4D', 'A1': '2300', 'B1': '8464', 'C1': '4803', 'special': ['0705', '0855', '1297', '1337', '2506', '2660', '6208', '6677', '6989', '9480'], 'consolation': ['0642', '0907', '1349', '2588', '3481', '4359', '4511', '5027', '5868', '6017']}",,,
2026-05-02,LV_R39,"{'lottoType': 'LV_R39', 'mainNumber': '614388', 'B4': '6143', 'B3': '143', 'B2': '43', 'L2': '88', 'T4': '1346', 'T3': '134', 'L3': []}",,,
2026-05-02,LASMK,"{'lottoType': 'LASMK', 'mainNumber': '58302', 'B4': '8302', 'B3': '302', 'B2': '02', 'L3': [], 'L2': '83'}",,,
2026-05-02,LAHD,"{'lottoType': 'LAHD', 'mainNumber': '13047', 'B4': '3047', 'B3': '047', 'B2': '47', 'L3': [], 'L2': '13'}",,,
2026-05-02,LV_R40,"{'lottoType': 'LV_R40', 'mainNumber': '988439', 'B4': '9884', 'B3': '884', 'B2': '84', 'L2': '39', 'T4': '4889', 'T3': '488', 'L3': []}",,,
2026-05-02,LV_R41,"{'lottoType': 'LV_R41', 'mainNumber': '792863', 'B4': '7928', 'B3': '928', 'B2': '28', 'L2': '63', 'T4': '2789', 'T3': '289', 'L3': []}",,,
2026-05-02,GRAND_DRAGON_4D,"{'lottoType': 'GRAND_DRAGON_4D', 'A1': '9624', 'B1': '6151', 'C1': '4812', 'special': ['2879', '0615', '8456', '7435', '8364', '8734', '2491', '3621', '0359', '6054'], 'consolation': ['5004', '1481', '8144', '9520', '9474', '5157', '3121', '3496', '3724', '6966']}",,,
2026-05-02,LV_R42,"{'lottoType': 'LV_R42', 'mainNumber': '560504', 'B4': '5605', 'B3': '605', 'B2': '05', 'L2': '04', 'T4': '0556', 'T3': '056', 'L3': []}",,,
2026-05-02,HSIVIP_2,"{'lottoType': 'HSIVIP_2', 'mainNumber': '612', 'B3': '612', 'B2': '12', 'L3': [], 'L2': '78'}",,,
2026-05-02,LV_R43,"{'lottoType': 'LV_R43', 'mainNumber': '237097', 'B4': '2370', 'B3': '370', 'B2': '70', 'L2': '97', 'T4': '0237', 'T3': '037', 'L3': []}",,,
2026-05-02,LAVIP,"{'lottoType': 'LAVIP', 'mainNumber': '15049', 'B4': '5049', 'B3': '049', 'B2': '49', 'L3': [], 'L2': '50'}",,,
2026-05-02,GLO,"{'lottoType': 'GLO', 'mainNumber': '536077', 'B4': '6077', 'B3': '077', 'B2': '77', 'L3': ['267', '318', '065', '153'], 'L2': '43'}",,,
2026-05-02,LV_R44,"{'lottoType': 'LV_R44', 'mainNumber': '788303', 'B4': '7883', 'B3': '883', 'B2': '83', 'L2': '03', 'T4': '3788', 'T3': '388', 'L3': []}",,,
2026-05-02,LV_R45,"{'lottoType': 'LV_R45', 'mainNumber': '394525', 'B4': '3945', 'B3': '945', 'B2': '45', 'L2': '25', 'T4': '3459', 'T3': '459', 'L3': []}",,,
2026-05-02,LV_R46,"{'lottoType': 'LV_R46', 'mainNumber': '860518', 'B4': '8605', 'B3': '605', 'B2': '05', 'L2': '18', 'T4': '0568', 'T3': '056', 'L3': []}",,,
2026-05-02,LV_R47,"{'lottoType': 'LV_R47', 'mainNumber': '243554', 'B4': '2435', 'B3': '435', 'B2': '35', 'L2': '54', 'T4': '2345', 'T3': '345', 'L3': []}",,,
2026-05-02,LV_R68,"{'lottoType': 'LV_R68', 'mainNumber': '350030', 'B4': '3500', 'B3': '500', 'B2': '00', 'L2': '30', 'T4': '0035', 'T3': '005', 'L3': []}",,,
2026-05-02,LV_R69,"{'lottoType': 'LV_R69', 'mainNumber': '889798', 'B4': '8897', 'B3': '897', 'B2': '97', 'L2': '98', 'T4': '7889', 'T3': '789', 'L3': []}",,,
2026-05-02,LV_R67,"{'lottoType': 'LV_R67', 'mainNumber': '013770', 'B4': '0137', 'B3': '137', 'B2': '37', 'L2': '70', 'T4': '0137', 'T3': '137', 'L3': []}",,,
2026-05-02,LATK5D,"{'lottoType': 'LATK5D', 'mainNumber': '10304', 'B3': '304', 'B2': '04', 'L3': [], 'L2': '03'}",,,
2026-05-02,LV_R70,"{'lottoType': 'LV_R70', 'mainNumber': '437610', 'B4': '4376', 'B3': '376', 'B2': '76', 'L2': '10', 'T4': '3467', 'T3': '367', 'L3': []}",,,
2026-05-02,LV_R48,"{'lottoType': 'LV_R48', 'mainNumber': '687778', 'B4': '6877', 'B3': '877', 'B2': '77', 'L2': '78', 'T4': '6778', 'T3': '778', 'L3': []}",,,
2026-05-02,LV_R49,"{'lottoType': 'LV_R49', 'mainNumber': '794647', 'B4': '7946', 'B3': '946', 'B2': '46', 'L2': '47', 'T4': '4679', 'T3': '469', 'L3': []}",,,
2026-05-02,MAGNUM,"{'lottoType': 'MAGNUM', 'mainNumber': '1109', 'B4': '1109', 'B3': '109', 'B2': '09', 'L3': [], 'L2': '56'}",,,
2026-05-02,LATKVIP,"{'lottoType': 'LATKVIP', 'mainNumber': '09099', 'B3': '099', 'B2': '99', 'L3': [], 'L2': '90'}",,,
2026-05-02,LV_R51,"{'lottoType': 'LV_R51', 'mainNumber': '206858', 'B4': '2068', 'B3': '068', 'B2': '68', 'L2': '58', 'T4': '0268', 'T3': '068', 'L3': []}",,,
2026-05-02,LV_R50,"{'lottoType': 'LV_R50', 'mainNumber': '631056', 'B4': '6310', 'B3': '310', 'B2': '10', 'L2': '56', 'T4': '0136', 'T3': '013', 'L3': []}",,,
2026-05-02,LV_R54,"{'lottoType': 'LV_R54', 'mainNumber': '060255', 'B4': '0602', 'B3': '602', 'B2': '02', 'L2': '55', 'T4': '0026', 'T3': '026', 'L3': []}",,,
2026-05-02,LV_R53,"{'lottoType': 'LV_R53', 'mainNumber': '782970', 'B4': '7829', 'B3': '829', 'B2': '29', 'L2': '70', 'T4': '2789', 'T3': '289', 'L3': []}",,,
2026-05-02,LASTRVIP,"{'lottoType': 'LASTRVIP', 'mainNumber': '30892', 'B4': '0892', 'B3': '892', 'B2': '92', 'L3': [], 'L2': '30'}",,,
2026-05-02,LV_R71,"{'lottoType': 'LV_R71', 'mainNumber': '010858', 'B4': '0108', 'B3': '108', 'B2': '08', 'L2': '58', 'T4': '0018', 'T3': '018', 'L3': []}",,,
2026-05-02,LV_R72,"{'lottoType': 'LV_R72', 'mainNumber': '272384', 'B4': '2723', 'B3': '723', 'B2': '23', 'L2': '84', 'T4': '2237', 'T3': '237', 'L3': []}",,,
2026-05-02,LV_R73,"{'lottoType': 'LV_R73', 'mainNumber': '105931', 'B4': '1059', 'B3': '059', 'B2': '59', 'L2': '31', 'T4': '0159', 'T3': '059', 'L3': []}",,,
2026-05-02,VNSPCb,"{'lottoType': 'VNSPCb', 'mainNumber': '8608', 'B4': '8608', 'B3': '608', 'B2': '08', 'L3': [], 'L2': '98'}",,,
